,total_items
https://api.mercadolibre.com/sites/MLC/search?category=MLC440253,10
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=*-7500,132
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=7500-10000,58
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=10000-12500,23
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=12500-13750,964
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=13751-14063,731
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=14064-14375,313
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=14375-15000,808
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=15000-15625,968
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=15625-16250,609
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=16251-16875,830
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=16875-17500,647
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=17500-18750,733
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=18751-20000,710
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=25000-30000,865
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=20000-22500,829
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=22500-25000,701
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=30000-35000,447
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=60000-*,790
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=35000-47500,794
https://api.mercadolibre.com/sites/MLC/search?category=MLC416961&price=47500-60000,218
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=*-10000,527
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=10000-15000,184
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=15000-17500,644
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=17500-18750,410
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=18751-20000,664
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=20000-22500,894
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=22500-25000,905
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=25000-28125,895
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=28126-31250,509
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=31250-37500,973
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=37500-40000,288
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=40000-45000,476
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=45000-55000,678
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=55000-60000,290
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=60000-70000,659
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=70000-82500,600
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=82500-95000,654
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=95000-100000,218
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=100000-125000,461
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=125001-150000,542
https://api.mercadolibre.com/sites/MLC/search?category=MLC179061&price=150000-*,675
https://api.mercadolibre.com/sites/MLC/search?category=MLC431277,4
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=*-17500,196
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=17500-25000,602
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=25000-30000,694
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=30000-32500,528
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=32500-35000,810
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=35000-37500,755
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=37500-40000,990
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=40000-42500,15
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=42500-45000,498
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=45000-47500,527
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=47500-50000,609
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=50000-52500,699
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=52500-55000,357
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=55000-60000,567
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=60000-65000,387
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=65000-82500,819
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=82500-100000,645
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=100000-150000,819
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=150000-225000,532
https://api.mercadolibre.com/sites/MLC/search?category=MLC3012&price=225000-*,479
https://api.mercadolibre.com/sites/MLC/search?category=MLC432554,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=*-10000,249
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=10000-15000,74
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=15000-17500,633
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=17500-18125,430
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=18125-18750,600
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=18751-19375,544
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=19375-20000,687
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=20000-21250,972
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=21251-22500,546
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=22500-25000,859
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=25001-27500,518
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=27500-30000,496
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=30000-35000,838
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=35000-40000,614
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=40000-45000,633
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=45000-52500,649
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=52500-60000,356
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=60000-95000,785
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=95000-150000,529
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=150000-225000,423
https://api.mercadolibre.com/sites/MLC/search?category=MLC1369&price=225000-*,717
https://api.mercadolibre.com/sites/MLC/search?category=MLC455399,5
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=*-10000,402
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=10000-15000,115
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=15000-16250,322
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=16251-17500,828
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=17500-18125,558
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=18125-18750,487
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=18751-19375,542
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=19375-20000,729
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=22501-25000,949
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=20000-21250,862
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=21250-22500,577
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=25000-27500,844
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=27501-30000,679
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=30000-35000,863
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=35000-40000,700
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=40000-45000,665
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=45000-50000,582
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=50000-65000,756
https://api.mercadolibre.com/sites/MLC/search?category=MLC416572&price=65000-*,673
https://api.mercadolibre.com/sites/MLC/search?category=MLC157408,2
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=*-15000,521
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=36251-57500,19
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=20313-25625,10
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=15000-17656,446
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=18985-20312,306
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=17656-18320,108
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=18320-18984,997
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=25625-36250,50
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=57500-100000,19
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=100000-200000,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=200000-212500,72
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=219922-219970,0
https://api.mercadolibre.com/sites/MLC/search?category=MLC388825&price=219971-219995,9552
https://api.mercadolibre.com/sites/MLC/search?category=MLC420729,8
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=*-10000,55
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=10000-15000,165
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=15000-16250,523
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=16251-17500,829
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=17500-18125,442
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=18125-18750,833
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=18751-19375,785
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=19375-20000,908
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=20000-20625,568
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=20626-21250,746
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=21250-21875,780
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=21876-22500,544
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=22501-23125,633
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=23126-23750,575
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=23750-25000,821
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=25000-26250,765
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=26250-27500,699
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=27501-28125,304
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=28126-28750,825
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=28750-30000,757
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=30000-31250,643
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=31251-32500,476
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=32500-35000,875
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=35000-37500,601
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=37501-40000,487
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=40000-45000,833
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=45000-55000,899
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=55000-70000,717
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=70000-85000,348
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=85000-127500,468
https://api.mercadolibre.com/sites/MLC/search?category=MLC416564&price=127500-*,616
https://api.mercadolibre.com/sites/MLC/search?category=MLC433586,9
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=*-10000,100
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=10000-15000,80
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=15000-16250,198
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=16251-16875,646
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=16875-17500,446
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=17500-18750,693
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=18751-19375,506
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=19375-20000,561
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=21251-22500,966
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=20000-20625,624
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=20625-21250,701
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=22500-23750,867
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=23751-25000,661
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=25000-26250,629
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=26251-27500,598
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=27500-30000,669
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=30000-33750,792
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=33750-37500,465
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=37500-40000,481
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=40000-55000,696
https://api.mercadolibre.com/sites/MLC/search?category=MLC417614&price=55000-*,667
https://api.mercadolibre.com/sites/MLC/search?category=MLC440998,9
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=*-12500,213
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=12500-16250,112
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=16250-20000,932
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=20000-22500,965
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=22500-23750,694
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=23751-25000,438
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=25000-27500,5
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=27500-30000,604
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=30000-32500,659
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=32500-33750,526
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=33751-35000,485
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=35000-40000,663
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=40000-45000,399
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=45000-67500,998
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=67500-100000,722
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=100000-150000,882
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=150000-225000,580
https://api.mercadolibre.com/sites/MLC/search?category=MLC162124&price=225000-*,813
https://api.mercadolibre.com/sites/MLC/search?category=MLC433055,9
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=*-10000,332
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=10000-15000,59
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=15000-17500,535
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=17500-18750,995
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=18751-19375,573
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=19375-20000,441
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=20000-21250,890
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=21251-22500,581
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=23751-25000,286
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=22813-23125,144
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=22500-22656,40
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=22656-22734,61
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=22735-22812,976
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=23125-23750,225
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=31251-37500,715
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=25000-26562,439
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=26563-28125,979
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=28125-29687,952
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=29688-31250,309
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=37500-45000,696
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=45000-65000,884
https://api.mercadolibre.com/sites/MLC/search?category=MLC430229&price=65000-*,896
https://api.mercadolibre.com/sites/MLC/search?category=MLC433001,9
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=*-15000,262
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=15000-16250,763
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=16251-16875,852
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=16875-17187,576
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=17188-17500,802
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=17500-17812,514
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=17813-18125,624
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=18125-18750,899
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=18751-19375,581
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=19375-20000,496
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=20000-21250,689
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=21251-22500,553
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=22500-25000,926
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=25000-27500,738
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=27500-30000,465
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=30000-35000,652
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=35000-45000,794
https://api.mercadolibre.com/sites/MLC/search?category=MLC455118&price=45000-*,793
https://api.mercadolibre.com/sites/MLC/search?category=MLC430421,151
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=*-15000,7
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=17501-20000,696
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=15000-16250,39
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=16250-16875,387
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=16876-17500,614
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=20000-25000,462
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=25000-30000,429
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=30000-40000,594
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=40000-45000,615
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=45000-50000,613
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=50000-60000,562
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=60000-80000,496
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=80000-100000,709
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=100000-125000,987
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=125001-137500,545
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=137500-150000,656
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=150000-168750,740
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=168750-187500,740
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=187501-206250,663
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=206250-225000,622
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=225000-250000,682
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=250000-300000,985
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=300000-450000,946
https://api.mercadolibre.com/sites/MLC/search?category=MLC440161&price=450000-*,294
https://api.mercadolibre.com/sites/MLC/search?category=MLC440639,13
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=*-20000,631
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=20000-25000,791
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=25000-30000,742
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=30000-35000,412
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=35000-45000,656
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=45000-60000,724
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=60000-70000,593
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=70000-85000,568
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=85000-105000,675
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=105000-127500,816
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=127501-150000,649
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=150000-187500,778
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=187501-225000,690
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=225000-300000,908
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=300000-350000,528
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=350000-400000,489
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=400000-600000,872
https://api.mercadolibre.com/sites/MLC/search?category=MLC1046&price=600000-*,324
https://api.mercadolibre.com/sites/MLC/search?category=MLC436307,3
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=*-15000,467
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=15000-16250,344
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=16251-16875,477
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=16875-17500,837
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=17500-18125,869
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=18125-18437,799
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=18438-18750,319
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=18751-19063,870
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=19064-19375,382
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=19375-19687,417
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=19688-20000,677
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=21251-22500,850
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=20000-20625,441
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=20625-21250,661
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=22500-23750,736
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=23751-25000,361
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=25001-27500,645
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=27500-30000,445
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=30000-45000,790
https://api.mercadolibre.com/sites/MLC/search?category=MLC412616&price=45000-*,420
https://api.mercadolibre.com/sites/MLC/search?category=MLC413333,26
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=*-15000,856
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=15000-16250,331
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=16250-17500,813
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=17501-18125,453
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=18126-18750,550
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=18750-19375,701
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=19376-20000,666
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=20000-21250,926
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=21250-22500,732
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=22501-23750,682
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=23750-25000,420
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=25000-27500,786
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=27500-30000,718
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=30000-33750,719
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=33750-37500,377
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=37500-45000,619
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=45000-70000,757
https://api.mercadolibre.com/sites/MLC/search?category=MLC440344&price=70000-*,694
https://api.mercadolibre.com/sites/MLC/search?category=MLC440835,8
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=*-4500,294
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=4500-8000,427
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=8000-15000,373
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=15000-20000,743
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=20000-22500,611
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=22501-25000,681
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=25000-30000,807
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=35000-40000,926
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=30000-32500,407
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=32500-35000,711
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=40000-45000,796
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=45000-50000,945
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=50000-55000,524
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=55000-60000,560
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=60000-75000,909
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=75000-90000,640
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=90000-100000,261
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=100000-150000,693
https://api.mercadolibre.com/sites/MLC/search?category=MLC436974&price=150000-*,524
https://api.mercadolibre.com/sites/MLC/search?category=MLC442395,5
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=*-15000,518
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=15000-16250,808
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=16251-16875,727
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=16875-17500,666
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=17500-18125,638
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=18125-18437,782
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=18438-18750,507
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=18751-19063,560
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=19064-19375,530
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=19375-19687,622
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=19688-20000,664
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=25001-30000,614
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=21251-22500,882
https://api.mercadolibre.com/sites/MLC/search?category=MLC412732&price=20000-20625,886
